2;76.5957446809
3;84.0
4;84.2105263158
5;83.3333333333
6;82.4561403509
7;77.1929824561
8;78.8461538462
9;80.3571428571
10;69.0909090909
11;77.7777777778
12;67.8571428571
13;74.1379310345
14;81.4814814815
15;70.1754385965
16;81.8181818182
17;87.037037037
18;73.5849056604
19;76.7857142857
20;74.0740740741
21;79.6296296296
22;80.0
23;79.6296296296
24;69.8113207547
25;58.0
26;85.4545454545
27;79.6296296296
28;74.0740740741
29;82.6923076923
30;78.431372549
31;78.431372549
32;64.0
33;78.1818181818
34;78.8461538462
35;90.3846153846
36;76.3636363636
37;78.8461538462
38;75.9259259259
39;76.3636363636
40;75.8620689655
41;74.5454545455
42;77.7777777778
43;77.7777777778
44;69.8113207547
45;60.3773584906
46;70.3703703704
47;64.406779661
48;76.7857142857
49;85.4545454545
50;73.5849056604
51;65.3846153846
52;83.9285714286
53;78.1818181818
54;76.3636363636
55;74.5762711864
56;81.0344827586
57;76.4705882353
58;80.7692307692
59;75.0
60;80.7692307692
61;73.2142857143
62;73.5849056604
63;79.3103448276
64;81.8181818182
65;86.7924528302
66;75.9259259259
67;75.8620689655
68;86.2068965517
69;84.2105263158
70;62.5
71;73.5849056604
72;69.8113207547
73;72.5490196078
74;75.9259259259
75;94.3396226415
76;65.5172413793
77;79.2452830189
78;83.9285714286
79;67.3076923077
80;77.358490566
81;77.358490566
82;85.1851851852
83;79.6296296296
84;67.2727272727
85;73.5849056604
86;87.037037037
87;73.2142857143
88;83.9285714286
89;81.8181818182
90;70.5882352941
91;81.0344827586
92;67.8571428571
93;74.5454545455
94;81.8181818182
95;83.0188679245
96;75.0
97;85.1851851852
98;80.7692307692
99;77.7777777778
100;71.6981132075
