2;85.4545454545
3;75.9259259259
4;75.4385964912
5;83.3333333333
6;82.1428571429
7;86.5384615385
8;80.3571428571
9;60.3773584906
10;75.0
11;82.0
12;79.5918367347
13;74.0740740741
14;72.7272727273
15;82.4561403509
16;81.8181818182
17;75.4385964912
18;70.0
19;78.431372549
20;88.8888888889
21;78.5714285714
22;83.0508474576
23;76.5957446809
24;75.0
25;69.8113207547
26;78.1818181818
27;77.1929824561
28;80.0
29;79.6296296296
30;70.6896551724
31;75.9259259259
32;76.3636363636
33;85.4545454545
34;78.1818181818
35;79.2452830189
36;69.0909090909
37;80.3571428571
38;86.2745098039
39;75.9259259259
40;76.4705882353
41;79.2452830189
42;72.7272727273
43;85.1851851852
44;78.1818181818
45;80.7692307692
46;76.2711864407
47;71.6981132075
48;83.6363636364
49;85.4545454545
50;87.2727272727
51;85.4166666667
52;66.6666666667
53;73.5849056604
54;81.8181818182
55;83.6363636364
56;78.5714285714
57;81.4814814815
58;80.3571428571
59;78.1818181818
60;78.5714285714
61;74.5454545455
62;87.037037037
63;84.2105263158
64;80.3921568627
65;92.3076923077
66;76.4705882353
67;84.6153846154
68;77.1929824561
69;75.4385964912
70;75.0
71;84.6153846154
72;79.6296296296
73;75.4716981132
74;76.7857142857
75;78.8461538462
76;83.3333333333
77;73.5849056604
78;83.6363636364
79;75.9259259259
80;79.2452830189
81;82.1428571429
82;67.9245283019
83;83.3333333333
84;67.2727272727
85;94.4444444444
86;83.3333333333
87;84.6153846154
88;64.9122807018
89;84.9056603774
90;78.1818181818
91;74.0740740741
92;84.9056603774
93;83.6363636364
94;66.0
95;82.1428571429
96;81.8181818182
97;67.9245283019
98;78.9473684211
99;79.6296296296
100;80.0
