2;70.9090909091
3;75.9259259259
4;80.701754386
5;80.3921568627
6;74.1379310345
7;78.1818181818
8;81.4814814815
9;83.0188679245
10;81.1320754717
11;79.6296296296
12;77.5862068966
13;80.0
14;88.8888888889
15;80.3571428571
16;77.7777777778
17;81.8181818182
18;80.3921568627
19;87.5
20;78.1818181818
21;80.3571428571
22;82.7586206897
23;66.6666666667
24;74.5098039216
25;79.5918367347
26;66.6666666667
27;85.7142857143
28;75.4385964912
29;80.3571428571
30;85.7142857143
31;81.1320754717
32;76.9230769231
33;75.9259259259
34;78.1818181818
35;83.6363636364
36;73.5849056604
37;88.4615384615
38;79.6296296296
39;69.387755102
40;73.4693877551
41;71.4285714286
42;78.1818181818
43;73.5849056604
44;77.358490566
45;84.2105263158
46;86.5384615385
47;77.7777777778
48;80.0
49;77.358490566
50;86.0
51;84.4827586207
52;89.4736842105
53;81.4814814815
54;92.5925925926
55;74.5454545455
56;82.6923076923
57;69.6428571429
58;89.0909090909
59;75.9259259259
60;72.8813559322
61;71.6981132075
62;77.1929824561
63;76.9230769231
64;77.1929824561
65;76.3636363636
66;67.2413793103
67;85.4545454545
68;81.4814814815
69;82.4561403509
70;75.0
71;75.4385964912
72;68.5185185185
73;73.0769230769
74;73.0769230769
75;82.4561403509
76;80.3921568627
77;71.4285714286
78;82.4561403509
79;80.7692307692
80;70.3703703704
81;73.2142857143
82;73.2142857143
83;66.0714285714
84;73.0769230769
85;78.1818181818
86;66.6666666667
87;73.6842105263
88;85.7142857143
89;80.3571428571
90;70.9090909091
91;76.7857142857
92;82.6923076923
93;75.4716981132
94;80.0
95;71.1538461538
96;65.3846153846
97;79.6296296296
98;71.1538461538
99;77.7777777778
100;61.8181818182
