2;77.358490566
3;70.9090909091
4;85.7142857143
5;79.2452830189
6;73.2142857143
7;80.7692307692
8;76.3636363636
9;74.0740740741
10;70.3703703704
11;70.1754385965
12;66.0377358491
13;73.0769230769
14;71.1538461538
15;90.9090909091
16;77.358490566
17;84.3137254902
18;71.9298245614
19;74.5454545455
20;83.3333333333
21;75.0
22;75.9259259259
23;80.0
24;66.1016949153
25;80.3921568627
26;66.6666666667
27;67.3076923077
28;68.5185185185
29;77.1929824561
30;69.6428571429
31;83.0188679245
32;72.2222222222
33;64.2857142857
34;74.4680851064
35;77.1929824561
36;72.7272727273
37;79.6296296296
38;75.0
39;65.4545454545
40;89.0909090909
41;83.3333333333
42;79.2452830189
43;73.2142857143
44;65.4545454545
45;72.7272727273
46;66.0377358491
47;72.2222222222
48;71.1538461538
49;73.6842105263
50;80.701754386
51;80.701754386
52;83.9285714286
53;78.8461538462
54;66.6666666667
55;71.6981132075
56;81.1320754717
57;77.358490566
58;78.1818181818
59;78.8461538462
60;67.8571428571
61;69.6428571429
62;69.0909090909
63;76.7857142857
64;68.4210526316
65;82.6923076923
66;87.037037037
67;69.2307692308
68;78.1818181818
69;80.0
70;83.6363636364
71;85.7142857143
72;71.9298245614
73;67.8571428571
74;73.2142857143
75;68.4210526316
76;78.5714285714
77;79.6296296296
78;76.4705882353
79;66.0377358491
80;70.3703703704
81;74.1379310345
82;70.6896551724
83;77.7777777778
84;77.358490566
85;70.1754385965
86;77.7777777778
87;84.9056603774
88;72.2222222222
89;69.0909090909
90;77.1929824561
91;70.3703703704
92;76.7857142857
93;79.6296296296
94;82.7586206897
95;75.9259259259
96;82.4561403509
97;77.358490566
98;83.6363636364
99;69.2307692308
100;84.9056603774
