2;74.5454545455
3;75.4716981132
4;85.1851851852
5;63.1578947368
6;72.7272727273
7;81.4814814815
8;73.5849056604
9;78.8461538462
10;75.4716981132
11;83.0188679245
12;85.7142857143
13;82.0
14;75.9259259259
15;78.9473684211
16;90.7407407407
17;74.0740740741
18;70.9090909091
19;62.2641509434
20;65.4545454545
21;79.1666666667
22;78.1818181818
23;70.3703703704
24;67.3076923077
25;84.2105263158
26;78.9473684211
27;67.9245283019
28;63.6363636364
29;79.3103448276
30;78.1818181818
31;74.0740740741
32;66.0377358491
33;73.2142857143
34;70.6896551724
35;83.9285714286
36;81.1320754717
37;58.9285714286
38;81.1320754717
39;76.3636363636
40;83.6363636364
41;72.2222222222
42;57.8947368421
43;72.7272727273
44;71.6981132075
45;73.5849056604
46;81.4814814815
47;72.2222222222
48;84.3137254902
49;78.5714285714
50;80.3571428571
51;67.8571428571
52;77.7777777778
53;70.9090909091
54;77.5862068966
55;80.7692307692
56;72.8813559322
57;69.8113207547
58;67.9245283019
59;83.9285714286
60;74.1379310345
61;87.2727272727
62;72.2222222222
63;77.358490566
64;71.1538461538
65;83.6363636364
66;75.4716981132
67;80.3921568627
68;75.4716981132
69;67.8571428571
70;75.9259259259
71;80.0
72;87.5
73;62.962962963
74;77.7777777778
75;69.8113207547
76;87.037037037
77;76.7857142857
78;87.5
79;86.5384615385
80;69.6428571429
81;85.4545454545
82;80.0
83;81.8181818182
84;83.0188679245
85;72.4137931034
86;74.0740740741
87;56.6037735849
88;75.4385964912
89;58.1818181818
90;67.3076923077
91;83.9285714286
92;72.0
93;70.3703703704
94;76.3636363636
95;73.2142857143
96;77.1929824561
97;73.6842105263
98;85.9649122807
99;79.2452830189
100;64.2857142857
