2;76.7857142857
3;80.0
4;80.0
5;85.1851851852
6;75.9259259259
7;88.679245283
8;84.2105263158
9;78.431372549
10;81.6326530612
11;77.7777777778
12;74.5454545455
13;69.8113207547
14;69.6428571429
15;71.6981132075
16;64.8148148148
17;67.8571428571
18;84.9056603774
19;74.0740740741
20;66.0377358491
21;74.5454545455
22;85.4545454545
23;84.4827586207
24;77.7777777778
25;74.5454545455
26;80.7692307692
27;85.4545454545
28;88.679245283
29;81.1320754717
30;78.1818181818
31;79.6296296296
32;81.8181818182
33;79.2452830189
34;77.7777777778
35;75.4385964912
36;72.5490196078
37;85.4545454545
38;75.0
39;82.1428571429
40;75.0
41;81.4814814815
42;72.5490196078
43;79.6296296296
44;69.8113207547
45;68.4210526316
46;70.9090909091
47;73.2142857143
48;66.0377358491
49;75.4716981132
50;72.7272727273
51;81.4814814815
52;84.9056603774
53;89.2857142857
54;70.5882352941
55;71.6981132075
56;67.9245283019
57;83.0188679245
58;79.3103448276
59;69.6428571429
60;85.7142857143
61;81.4814814815
62;71.6981132075
63;74.5454545455
64;78.8461538462
65;73.5849056604
66;74.5098039216
67;81.1320754717
68;76.3636363636
69;82.1428571429
70;71.4285714286
71;80.0
72;81.6326530612
73;71.6981132075
74;63.6363636364
75;86.7924528302
76;75.0
77;68.5185185185
78;67.3469387755
79;71.9298245614
80;80.0
81;77.7777777778
82;76.9230769231
83;58.1818181818
84;80.3571428571
85;68.5185185185
86;81.4814814815
87;72.7272727273
88;66.0714285714
89;84.0
90;71.6981132075
91;71.1538461538
92;82.4561403509
93;74.0740740741
94;71.1538461538
95;78.8461538462
96;66.6666666667
97;78.8461538462
98;81.1320754717
99;80.0
100;67.3076923077
